map_id,tier,nest_drop_id,quality_group,prob_in_group,p25_price_per_item,p25_price_per_cell
2102,101,2002,q1+q4,0.37188061,138.0,123.0
2102,101,2002,q1+q5,0.31316262,134.0,117.5
2102,101,2002,q1+q6,0.29538411,134.0,117.0
2102,101,2002,q2+q3,0.60675257,430.0,312.0
2102,101,2002,q2+q4,0.39145327,319.0,277.0
2102,101,2002,q2+q5,0.33273528,312.0,277.0
2102,101,2002,q2+q6,0.31495678,312.0,277.0
2102,101,2002,q3+q4,0.37188061,1313.0,855.0
2102,101,2002,q3+q5,0.31316262,1175.0,830.5
2102,101,2002,q3+q6,0.29538411,1125.0,823.5
2102,101,2002,q4+q5,0.09786332,3780.0,2160.0
2102,101,2002,q4+q6,0.08008481,3454.0,2100.0
2102,101,2002,q5+q6,0.02136682,16200.0,9900.0
2102,101,2002,q1+q2+q3,0.90034252,248.0,158.4444
2102,101,2002,q1+q2+q4,0.68504322,178.0,139.0
2102,101,2002,q1+q2+q5,0.62632523,168.0,134.0
2102,101,2002,q1+q2+q6,0.60854673,161.0,134.0
2102,101,2002,q1+q3+q4,0.66547056,169.0,139.0
2102,101,2002,q1+q3+q5,0.60675257,161.0,134.0
2102,101,2002,q1+q3+q6,0.58897407,156.0,134.0
2102,101,2002,q1+q4+q5,0.39145327,139.0,123.0
2102,101,2002,q1+q4+q6,0.37367477,138.0,123.0
2102,101,2002,q1+q5+q6,0.31495678,134.0,120.0
2102,101,2002,q2+q3+q4,0.68504322,458.0,327.0
2102,101,2002,q2+q3+q5,0.62632523,445.0,312.0
2102,101,2002,q2+q3+q6,0.60854673,430.0,312.0
2102,101,2002,q2+q4+q5,0.41102593,346.0,277.0
2102,101,2002,q2+q4+q6,0.39324743,319.0,277.0
2102,101,2002,q2+q5+q6,0.33452944,312.0,277.0
2102,101,2002,q3+q4+q5,0.39145327,1313.0,855.0
2102,101,2002,q3+q4+q6,0.37367477,1313.0,855.0
2102,101,2002,q3+q5+q6,0.31495678,1175.0,830.5
2102,101,2002,q4+q5+q6,0.09965748,3780.0,2160.0
2102,101,2002,q1+q2+q3+q4,0.97863318,265.0,169.0
2102,101,2002,q1+q2+q3+q5,0.91991519,252.0,161.0
2102,101,2002,q1+q2+q3+q6,0.90213668,252.0,158.4444
2102,101,2002,q1+q2+q4+q5,0.70461589,184.0,143.0
2102,101,2002,q1+q2+q4+q6,0.68683738,179.0,139.0
2102,101,2002,q1+q2+q5+q6,0.62811939,169.0,134.0
2102,101,2002,q1+q3+q4+q5,0.68504322,178.0,143.0
2102,101,2002,q1+q3+q4+q6,0.66726472,169.0,139.0
2102,101,2002,q1+q3+q5+q6,0.60854673,161.0,135.0
2102,101,2002,q1+q4+q5+q6,0.39324743,139.0,123.0
2102,101,2002,q2+q3+q4+q5,0.70461589,458.0,327.0
2102,101,2002,q2+q3+q4+q6,0.68683738,458.0,327.0
2102,101,2002,q2+q3+q5+q6,0.62811939,445.0,312.0
2102,101,2002,q2+q4+q5+q6,0.41282009,346.0,282.5
2102,101,2002,q3+q4+q5+q6,0.39324743,1313.0,855.0
2102,101,2002,q1+q2+q3+q4+q5,0.99820584,269.0,170.0
2102,101,2002,q1+q2+q3+q4+q6,0.98042734,265.0,169.0
2102,101,2002,q1+q2+q3+q5+q6,0.92170935,252.0,161.0
2102,101,2002,q1+q2+q4+q5+q6,0.70641005,184.0,143.0
2102,101,2002,q1+q3+q4+q5+q6,0.68683738,179.0,143.0
2102,101,2002,q2+q3+q4+q5+q6,0.70641005,458.0,327.0
2102,101,2002,q1+q2+q3+q4+q5+q6,1.0,276.0,170.0
2102,101,2002,all,1.0,276.0,170.0
2103,101,2003,q1,0.29359203,135.0,117.0
2103,101,2003,q2,0.31316484,295.0,252.0
2103,101,2003,q3,0.29359203,983.0,830.5
2103,101,2003,q4,0.07829121,2600.0,2100.0
2103,101,2003,q5,0.0195728,12825.0,8602.0
2103,101,2003,q6,0.00178708,54600.0,54300.0
2103,101,2003,q1+q2,0.60675687,169.0,137.0
2103,101,2003,q1+q3,0.58718407,168.0,139.0
2103,101,2003,q1+q4,0.37188324,139.0,123.0
2103,101,2003,q1+q5,0.31316484,137.0,120.0
2103,101,2003,q1+q6,0.29537912,135.0,117.0
2103,101,2003,q2+q3,0.60675687,446.0,295.0
2103,101,2003,q2+q4,0.39145605,315.0,262.0
2103,101,2003,q2+q5,0.33273764,301.0,252.5
2103,101,2003,q2+q6,0.31495192,301.0,252.0
2103,101,2003,q3+q4,0.37188324,1125.0,887.75
2103,101,2003,q3+q5,0.31316484,983.0,830.5
2103,101,2003,q3+q6,0.29537912,983.0,830.5
2103,101,2003,q4+q5,0.09786401,3180.0,2160.0
2103,101,2003,q4+q6,0.08007829,2600.0,2100.0
2103,101,2003,q5+q6,0.02135988,12825.0,8633.3333
2103,101,2003,q1+q2+q3,0.90034891,248.0,161.0
2103,101,2003,q1+q2+q4,0.68504808,184.0,146.0
2103,101,2003,q1+q2+q5,0.62632967,169.0,138.0
2103,101,2003,q1+q2+q6,0.60854395,169.0,137.0
2103,101,2003,q1+q3+q4,0.66547528,179.0,146.0
2103,101,2003,q1+q3+q5,0.60675687,169.0,139.0
2103,101,2003,q1+q3+q6,0.58897115,168.0,139.0
2103,101,2003,q1+q4+q5,0.39145605,143.0,123.0
2103,101,2003,q1+q4+q6,0.37367033,139.0,123.0
2103,101,2003,q1+q5+q6,0.31495192,137.0,120.0
2103,101,2003,q2+q3+q4,0.68504808,466.0,306.5
2103,101,2003,q2+q3+q5,0.62632967,458.0,295.0
2103,101,2003,q2+q3+q6,0.60854395,446.0,295.0
2103,101,2003,q2+q4+q5,0.41102885,319.0,269.0
2103,101,2003,q2+q4+q6,0.39324313,315.0,262.0
2103,101,2003,q2+q5+q6,0.33452472,301.0,252.5
2103,101,2003,q3+q4+q5,0.39145605,1175.0,923.0
2103,101,2003,q3+q4+q6,0.37367033,1125.0,898.0
2103,101,2003,q3+q5+q6,0.31495192,983.0,830.5
2103,101,2003,q4+q5+q6,0.09965109,3454.0,2170.0
2103,101,2003,q1+q2+q3+q4,0.97864012,257.0,170.0
2103,101,2003,q1+q2+q3+q5,0.91992171,248.0,168.0
2103,101,2003,q1+q2+q3+q6,0.90213599,248.0,161.0
2103,101,2003,q1+q2+q4+q5,0.70462088,186.0,146.0
2103,101,2003,q1+q2+q4+q6,0.68683516,184.0,146.0
2103,101,2003,q1+q2+q5+q6,0.62811676,169.0,138.0
2103,101,2003,q1+q3+q4+q5,0.68504808,184.0,146.0
2103,101,2003,q1+q3+q4+q6,0.66726236,179.0,146.0
2103,101,2003,q1+q3+q5+q6,0.60854395,169.0,139.0
2103,101,2003,q1+q4+q5+q6,0.39324313,143.0,123.0
2103,101,2003,q2+q3+q4+q5,0.70462088,473.0,312.0
2103,101,2003,q2+q3+q4+q6,0.68683516,466.0,311.5
2103,101,2003,q2+q3+q5+q6,0.62811676,458.0,295.0
2103,101,2003,q2+q4+q5+q6,0.41281593,319.0,269.0
2103,101,2003,q3+q4+q5+q6,0.39324313,1175.0,923.0
2103,101,2003,q1+q2+q3+q4+q5,0.99821292,262.0,172.0
2103,101,2003,q1+q2+q3+q4+q6,0.9804272,257.0,170.0
2103,101,2003,q1+q2+q3+q5+q6,0.92170879,248.0,169.0
2103,101,2003,q1+q2+q4+q5+q6,0.70640797,186.0,146.0
2103,101,2003,q1+q3+q4+q5+q6,0.68683516,184.0,146.0
2103,101,2003,q2+q3+q4+q5+q6,0.70640797,473.0,312.0
2103,101,2003,q1+q2+q3+q4+q5+q6,1.0,262.0,172.0
2103,101,2003,all,1.0,262.0,172.0
2104,101,2004,q1,0.2936773,126.0,117.0
2104,101,2004,q2,0.31325579,401.0,252.5
2104,101,2004,q3,0.2936773,1175.0,855.0
2104,101,2004,q4,0.07831395,3180.0,2100.0
2104,101,2004,q5,0.01957849,14850.0,7800.0
2104,101,2004,q6,0.00149718,54600.0,54600.0
2104,101,2004,q1+q2,0.60693309,168.0,127.0
2104,101,2004,q1+q3,0.5873546,168.0,128.5
2104,101,2004,q1+q4,0.37199125,137.0,121.5
2104,101,2004,q1+q5,0.31325579,127.0,117.0
2104,101,2004,q1+q6,0.29517448,126.0,117.0
2104,101,2004,q2+q3,0.60693309,505.0,312.0
2104,101,2004,q2+q4,0.39156973,441.0,268.0
2104,101,2004,q2+q5,0.33283427,401.0,252.5
2104,101,2004,q2+q6,0.31475297,401.0,252.5
2104,101,2004,q3+q4,0.37199125,1350.0,905.75
2104,101,2004,q3+q5,0.31325579,1178.0,872.0
2104,101,2004,q3+q6,0.29517448,1175.0,855.0
2104,101,2004,q4+q5,0.09789243,3650.0,2214.0
2104,101,2004,q4+q6,0.07981113,3180.0,2110.0
2104,101,2004,q5+q6,0.02107567,15325.0,7987.5
2104,101,2004,q1+q2+q3,0.90061039,248.0,161.0
2104,101,2004,q1+q2+q4,0.68524703,178.0,137.0
2104,101,2004,q1+q2+q5,0.62651157,168.0,129.3333
2104,101,2004,q1+q2+q6,0.60843027,168.0,127.0
2104,101,2004,q1+q3+q4,0.66566855,178.0,137.0
2104,101,2004,q1+q3+q5,0.60693309,168.0,134.0
2104,101,2004,q1+q3+q6,0.58885178,168.0,128.5
2104,101,2004,q1+q4+q5,0.39156973,137.0,123.0
2104,101,2004,q1+q4+q6,0.37348843,137.0,123.0
2104,101,2004,q1+q5+q6,0.31475297,127.0,117.0
2104,101,2004,q2+q3+q4,0.68524703,613.0,327.0
2104,101,2004,q2+q3+q5,0.62651157,532.0,312.0
2104,101,2004,q2+q3+q6,0.60843027,505.0,312.0
2104,101,2004,q2+q4+q5,0.41114822,441.0,269.0
2104,101,2004,q2+q4+q6,0.39306691,441.0,268.0
2104,101,2004,q2+q5+q6,0.33433145,401.0,257.0
2104,101,2004,q3+q4+q5,0.39156973,1388.0,923.0
2104,101,2004,q3+q4+q6,0.37348843,1373.0,905.75
2104,101,2004,q3+q5+q6,0.31475297,1178.0,872.0
2104,101,2004,q4+q5+q6,0.09938961,3650.0,2214.0
2104,101,2004,q1+q2+q3+q4,0.97892433,257.0,170.0
2104,101,2004,q1+q2+q3+q5,0.92018887,252.0,168.0
2104,101,2004,q1+q2+q3+q6,0.90210757,248.0,161.0
2104,101,2004,q1+q2+q4+q5,0.70482552,184.0,137.0
2104,101,2004,q1+q2+q4+q6,0.68674421,178.0,137.0
2104,101,2004,q1+q2+q5+q6,0.62800875,168.0,129.3333
2104,101,2004,q1+q3+q4+q5,0.68524703,178.0,138.0
2104,101,2004,q1+q3+q4+q6,0.66716573,178.0,137.0
2104,101,2004,q1+q3+q5+q6,0.60843027,168.0,134.0
2104,101,2004,q1+q4+q5+q6,0.39306691,137.0,123.0
2104,101,2004,q2+q3+q4+q5,0.70482552,619.0,330.5
2104,101,2004,q2+q3+q4+q6,0.68674421,613.0,327.0
2104,101,2004,q2+q3+q5+q6,0.62800875,532.0,312.0
2104,101,2004,q2+q4+q5+q6,0.4126454,441.0,277.0
2104,101,2004,q3+q4+q5+q6,0.39306691,1388.0,923.0
2104,101,2004,q1+q2+q3+q4+q5,0.99850282,262.0,172.0
2104,101,2004,q1+q2+q3+q4+q6,0.98042151,257.0,170.0
2104,101,2004,q1+q2+q3+q5+q6,0.92168605,252.0,168.0
2104,101,2004,q1+q2+q4+q5+q6,0.7063227,184.0,137.0
2104,101,2004,q1+q3+q4+q5+q6,0.68674421,178.0,138.0
2104,101,2004,q2+q3+q4+q5+q6,0.7063227,619.0,336.0
2104,101,2004,q1+q2+q3+q4+q5+q6,1.0,262.0,172.0
2104,101,2004,all,1.0,262.0,172.0
2105,101,2005,q1,0.29360255,134.0,117.0
2105,101,2005,q2,0.31317606,312.0,252.0
2105,101,2005,q3,0.29360255,1050.0,830.5
2105,101,2005,q4,0.07829401,2720.0,2100.0
2105,101,2005,q5,0.0195735,12825.0,7987.5
2105,101,2005,q6,0.00175131,54600.0,54300.0
2105,101,2005,q1+q2,0.60677861,169.0,135.0
2105,101,2005,q1+q3,0.58720511,168.0,137.0
2105,101,2005,q1+q4,0.37189657,139.0,123.0
2105,101,2005,q1+q5,0.31317606,135.0,120.0
2105,101,2005,q1+q6,0.29535387,134.0,117.0
2105,101,2005,q2+q3,0.60677861,458.0,301.0
2105,101,2005,q2+q4,0.39147007,346.0,268.0
2105,101,2005,q2+q5,0.33274956,312.0,257.0
2105,101,2005,q2+q6,0.31492737,312.0,252.0
2105,101,2005,q3+q4,0.37189657,1178.0,898.0
2105,101,2005,q3+q5,0.31317606,1125.0,840.0
2105,101,2005,q3+q6,0.29535387,1050.0,830.5
2105,101,2005,q4+q5,0.09786752,3454.0,2184.6667
2105,101,2005,q4+q6,0.08004533,3040.0,2100.0
2105,101,2005,q5+q6,0.02132482,13332.0,8606.25
2105,101,2005,q1+q2+q3,0.90038117,248.0,161.0
2105,101,2005,q1+q2+q4,0.68507263,184.0,139.0
2105,101,2005,q1+q2+q5,0.62635212,169.0,137.0
2105,101,2005,q1+q2+q6,0.60852993,169.0,135.0
2105,101,2005,q1+q3+q4,0.66549912,178.0,146.0
2105,101,2005,q1+q3+q5,0.60677861,169.0,138.5
2105,101,2005,q1+q3+q6,0.58895642,168.0,138.0
2105,101,2005,q1+q4+q5,0.39147007,142.0,123.0
2105,101,2005,q1+q4+q6,0.37364788,139.0,123.0
2105,101,2005,q1+q5+q6,0.31492737,135.0,120.0
2105,101,2005,q2+q3+q4,0.68507263,473.0,312.0
2105,101,2005,q2+q3+q5,0.62635212,466.0,301.0
2105,101,2005,q2+q3+q6,0.60852993,458.0,301.0
2105,101,2005,q2+q4+q5,0.41104358,346.0,269.0
2105,101,2005,q2+q4+q6,0.39322139,346.0,269.0
2105,101,2005,q2+q5+q6,0.33450088,315.0,257.0
2105,101,2005,q3+q4+q5,0.39147007,1260.0,923.0
2105,101,2005,q3+q4+q6,0.37364788,1178.0,898.0
2105,101,2005,q3+q5+q6,0.31492737,1125.0,849.3333
2105,101,2005,q4+q5+q6,0.09961883,3454.0,2184.6667
2105,101,2005,q1+q2+q3+q4,0.97867518,257.0,170.0
2105,101,2005,q1+q2+q3+q5,0.91995467,248.0,168.0
2105,101,2005,q1+q2+q3+q6,0.90213248,248.0,168.0
2105,101,2005,q1+q2+q4+q5,0.70464613,185.0,146.0
2105,101,2005,q1+q2+q4+q6,0.68682394,184.0,139.0
2105,101,2005,q1+q2+q5+q6,0.62810343,169.0,137.0
2105,101,2005,q1+q3+q4+q5,0.68507263,184.0,146.0
2105,101,2005,q1+q3+q4+q6,0.66725044,179.0,146.0
2105,101,2005,q1+q3+q5+q6,0.60852993,169.0,138.5
2105,101,2005,q1+q4+q5+q6,0.39322139,142.0,123.0
2105,101,2005,q2+q3+q4+q5,0.70464613,480.0,315.0
2105,101,2005,q2+q3+q4+q6,0.68682394,473.0,312.0
2105,101,2005,q2+q3+q5+q6,0.62810343,466.0,302.5
2105,101,2005,q2+q4+q5+q6,0.41279489,360.0,269.0
2105,101,2005,q3+q4+q5+q6,0.39322139,1260.0,923.0
2105,101,2005,q1+q2+q3+q4+q5,0.99824869,262.0,172.0
2105,101,2005,q1+q2+q3+q4+q6,0.9804265,257.0,170.0
2105,101,2005,q1+q2+q3+q5+q6,0.92170599,248.0,168.0
2105,101,2005,q1+q2+q4+q5+q6,0.70639745,185.0,146.0
2105,101,2005,q1+q3+q4+q5+q6,0.68682394,184.0,146.0
2105,101,2005,q2+q3+q4+q5+q6,0.70639745,480.0,315.0
2105,101,2005,q1+q2+q3+q4+q5+q6,1.0,262.0,172.0
2105,101,2005,all,1.0,262.0,172.0
2106,101,2006,q1,0.29368001,127.0,123.0
2106,101,2006,q2,0.31325867,312.0,252.0
2106,101,2006,q3,0.29368001,968.0,830.5
2106,101,2006,q4,0.07831467,3040.0,2090.0
2106,101,2006,q5,0.01957867,12675.0,7793.3333
2106,101,2006,q6,0.00148798,54600.0,54600.0
2106,101,2006,q1+q2,0.60693868,168.0,133.0
2106,101,2006,q1+q3,0.58736001,160.0,137.0
2106,101,2006,q1+q4,0.37199467,138.0,123.0
2106,101,2006,q1+q5,0.31325867,134.0,123.0
2106,101,2006,q1+q6,0.29516798,127.0,123.0
2106,101,2006,q2+q3,0.60693868,462.0,301.0
2106,101,2006,q2+q4,0.39157334,360.0,268.0
2106,101,2006,q2+q5,0.33283734,315.0,252.5
2106,101,2006,q2+q6,0.31474665,312.0,252.0
2106,101,2006,q3+q4,0.37199467,1125.0,905.75
2106,101,2006,q3+q5,0.31325867,1005.0,855.0
2106,101,2006,q3+q6,0.29516798,968.0,830.5
2106,101,2006,q4+q5,0.09789334,3180.0,2184.6667
2106,101,2006,q4+q6,0.07980265,3040.0,2095.0
2106,101,2006,q5+q6,0.02106665,13332.0,7800.0
2106,101,2006,q1+q2+q3,0.90061869,247.0,160.0
2106,101,2006,q1+q2+q4,0.68525335,169.0,138.0
2106,101,2006,q1+q2+q5,0.62651735,168.0,134.0
2106,101,2006,q1+q2+q6,0.60842666,168.0,133.0
2106,101,2006,q1+q3+q4,0.66567468,169.0,138.5
2106,101,2006,q1+q3+q5,0.60693868,168.0,138.0
2106,101,2006,q1+q3+q6,0.58884799,160.0,137.0
2106,101,2006,q1+q4+q5,0.39157334,138.0,123.0
2106,101,2006,q1+q4+q6,0.37348265,138.0,123.0
2106,101,2006,q1+q5+q6,0.31474665,134.0,123.0
2106,101,2006,q2+q3+q4,0.68525335,475.0,312.0
2106,101,2006,q2+q3+q5,0.62651735,466.0,302.5
2106,101,2006,q2+q3+q6,0.60842666,462.0,301.0
2106,101,2006,q2+q4+q5,0.41115201,367.0,269.0
2106,101,2006,q2+q4+q6,0.39306132,360.0,268.0
2106,101,2006,q2+q5+q6,0.33432532,315.0,252.5
2106,101,2006,q3+q4+q5,0.39157334,1175.0,923.0
2106,101,2006,q3+q4+q6,0.37348265,1125.0,905.75
2106,101,2006,q3+q5+q6,0.31474665,1005.0,855.0
2106,101,2006,q4+q5+q6,0.09938131,3180.0,2207.5
2106,101,2006,q1+q2+q3+q4,0.97893335,252.0,169.0
2106,101,2006,q1+q2+q3+q5,0.92019735,248.0,161.0
2106,101,2006,q1+q2+q3+q6,0.90210666,247.0,160.0
2106,101,2006,q1+q2+q4+q5,0.70483202,170.0,138.0
2106,101,2006,q1+q2+q4+q6,0.68674133,169.0,138.0
2106,101,2006,q1+q2+q5+q6,0.62800533,168.0,134.0
2106,101,2006,q1+q3+q4+q5,0.68525335,169.0,143.0
2106,101,2006,q1+q3+q4+q6,0.66716266,169.0,138.5
2106,101,2006,q1+q3+q5+q6,0.60842666,168.0,138.0
2106,101,2006,q1+q4+q5+q6,0.39306132,138.0,123.0
2106,101,2006,q2+q3+q4+q5,0.70483202,505.0,312.0
2106,101,2006,q2+q3+q4+q6,0.68674133,475.0,312.0
2106,101,2006,q2+q3+q5+q6,0.62800533,466.0,302.5
2106,101,2006,q2+q4+q5+q6,0.41263999,367.0,269.0
2106,101,2006,q3+q4+q5+q6,0.39306132,1175.0,923.0
2106,101,2006,q1+q2+q3+q4+q5,0.99851202,262.0,169.0
2106,101,2006,q1+q2+q3+q4+q6,0.98042133,252.0,169.0
2106,101,2006,q1+q2+q3+q5+q6,0.92168533,248.0,161.0
2106,101,2006,q1+q2+q4+q5+q6,0.70631999,170.0,138.0
2106,101,2006,q1+q3+q4+q5+q6,0.68674133,169.0,146.0
2106,101,2006,q2+q3+q4+q5+q6,0.70631999,505.0,312.0
2106,101,2006,q1+q2+q3+q4+q5+q6,1.0,262.0,169.0
2106,101,2006,all,1.0,262.0,169.0
2107,101,2007,q1,0.29369108,125.0,102.5
2107,101,2007,q2,0.31327049,295.0,252.0
2107,101,2007,q3,0.29369108,1300.0,898.0
2107,101,2007,q4,0.07831762,3940.0,2170.0
2107,101,2007,q5,0.01957941,15345.0,7800.0
2107,101,2007,q6,0.00145033,56000.0,56000.0
2107,101,2007,q1+q2,0.60696157,156.0,123.0
2107,101,2007,q1+q3,0.58738216,156.0,124.0
2107,101,2007,q1+q4,0.3720087,137.0,109.5
2107,101,2007,q1+q5,0.31327049,127.0,102.75
2107,101,2007,q1+q6,0.29514141,125.0,102.5
2107,101,2007,q2+q3,0.60696157,458.0,268.0
2107,101,2007,q2+q4,0.39158811,319.0,252.0
2107,101,2007,q2+q5,0.33284989,295.0,252.0
2107,101,2007,q2+q6,0.31472081,295.0,252.0
2107,101,2007,q3+q4,0.3720087,1373.0,923.0
2107,101,2007,q3+q5,0.31327049,1300.0,900.0
2107,101,2007,q3+q6,0.29514141,1300.0,898.0
2107,101,2007,q4+q5,0.09789703,4428.0,2235.0
2107,101,2007,q4+q6,0.07976795,3940.0,2207.5
2107,101,2007,q5+q6,0.02102973,15542.0,8602.0
2107,101,2007,q1+q2+q3,0.90065265,248.0,137.0
2107,101,2007,q1+q2+q4,0.68527919,178.0,123.0
2107,101,2007,q1+q2+q5,0.62654097,156.0,123.0
2107,101,2007,q1+q2+q6,0.60841189,156.0,123.0
2107,101,2007,q1+q3+q4,0.66569978,169.0,128.5
2107,101,2007,q1+q3+q5,0.60696157,156.0,125.0
2107,101,2007,q1+q3+q6,0.58883249,156.0,124.0
2107,101,2007,q1+q4+q5,0.39158811,138.0,114.0
2107,101,2007,q1+q4+q6,0.37345903,137.0,114.0
2107,101,2007,q1+q5+q6,0.31472081,127.0,102.75
2107,101,2007,q2+q3+q4,0.68527919,458.0,288.0
2107,101,2007,q2+q3+q5,0.62654097,458.0,269.0
2107,101,2007,q2+q3+q6,0.60841189,458.0,268.0
2107,101,2007,q2+q4+q5,0.41116751,319.0,252.0
2107,101,2007,q2+q4+q6,0.39303843,319.0,252.0
2107,101,2007,q2+q5+q6,0.33430022,295.0,252.0
2107,101,2007,q3+q4+q5,0.39158811,1388.0,938.0
2107,101,2007,q3+q4+q6,0.37345903,1373.0,923.0
2107,101,2007,q3+q5+q6,0.31472081,1300.0,905.75
2107,101,2007,q4+q5+q6,0.09934735,4428.0,2235.0
2107,101,2007,q1+q2+q3+q4,0.97897027,252.0,146.0
2107,101,2007,q1+q2+q3+q5,0.92023205,252.0,138.0
2107,101,2007,q1+q2+q3+q6,0.90210297,248.0,137.0
2107,101,2007,q1+q2+q4+q5,0.70485859,184.0,124.0
2107,101,2007,q1+q2+q4+q6,0.68672951,178.0,123.0
2107,101,2007,q1+q2+q5+q6,0.6279913,156.0,123.0
2107,101,2007,q1+q3+q4+q5,0.68527919,178.0,132.5
2107,101,2007,q1+q3+q4+q6,0.66715011,169.0,128.5
2107,101,2007,q1+q3+q5+q6,0.60841189,156.0,125.0
2107,101,2007,q1+q4+q5+q6,0.39303843,138.0,114.0
2107,101,2007,q2+q3+q4+q5,0.70485859,466.0,293.0
2107,101,2007,q2+q3+q4+q6,0.68672951,458.0,288.0
2107,101,2007,q2+q3+q5+q6,0.6279913,458.0,269.0
2107,101,2007,q2+q4+q5+q6,0.41261784,319.0,252.0
2107,101,2007,q3+q4+q5+q6,0.39303843,1388.0,938.0
2107,101,2007,q1+q2+q3+q4+q5,0.99854967,252.0,146.0
2107,101,2007,q1+q2+q3+q4+q6,0.98042059,252.0,146.0
2107,101,2007,q1+q2+q3+q5+q6,0.92168238,252.0,138.0
2107,101,2007,q1+q2+q4+q5+q6,0.70630892,184.0,124.0
